ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,STATUS_Cancelled,STATUS_Disputed,STATUS_In Process,STATUS_On Hold,STATUS_Resolved,STATUS_Shipped,DEALSIZE_Large,DEALSIZE_Medium,DEALSIZE_Small,PRICE_PER_UNIT,HIGH_QUANTITY
10273,47,100.0,15,0.38703879910245126,2004-07-21,3,7,2004,Trains,100,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,Unknown,B-1180,Belgium,EMEA,Dewey,Catherine,False,False,False,False,False,True,False,True,False,0.008234868066009602,True
10282,36,100.0,3,0.2964552503763456,2004-08-20,3,8,2004,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.0082348680660096,False
10293,22,100.0,6,0.1717158519612577,2004-09-09,3,9,2004,Trains,100,S18_3259,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,Unknown,10100,Italy,EMEA,Accorti,Paolo,False,False,False,False,False,True,False,False,True,0.007805265998238986,False
10306,40,91.76,11,0.2606299883545886,2004-10-14,4,10,2004,Trains,100,S18_3259,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,False,False,False,False,False,True,False,True,False,0.0065157497088647156,False
10314,23,100.0,3,0.17622205811344335,2004-10-22,4,10,2004,Trains,100,S18_3259,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,Unknown,8200,Denmark,EMEA,Ibsen,Palle,False,False,False,False,False,True,False,False,True,0.007661828613627972,False
10326,32,100.0,6,0.27037804981963814,2004-11-09,4,11,2004,Trains,100,S18_3259,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,Unknown,S-958 22,Sweden,EMEA,Berglund,Christina,False,False,False,False,False,True,False,True,False,0.008449314056863692,False
10336,21,100.0,7,0.15837830545062062,2004-11-20,4,11,2004,Trains,100,S18_3259,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,Unknown,75012,France,EMEA,Bertrand,Marie,False,False,False,False,False,True,False,False,True,0.007541824069077173,False
10350,41,93.04,2,0.27087226971908995,2004-12-02,4,12,2004,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.006606640724855853,True
10372,25,84.71,5,0.15037847587127562,2005-01-26,1,1,2005,Trains,100,S18_3259,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,False,False,False,False,False,True,False,False,True,0.006015139034851025,False
10383,26,100.0,12,0.23720282898287273,2005-02-22,1,2,2005,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.00912318573011049,False
10396,24,89.75,4,0.15295253784758714,2005-03-23,1,3,2005,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,False,True,0.006373022410316131,False
10414,48,100.0,14,0.4124520691907859,2005-05-06,2,5,2005,Trains,100,S18_3259,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,False,False,False,True,False,False,False,True,False,0.008592751441474707,True
10108,26,68.35,9,0.12618939415457153,2003-03-03,1,3,2003,Classic Cars,80,S18_3278,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,False,False,False,False,False,True,False,False,True,0.0048534382367142895,False
10122,21,73.17,13,0.10910969409492431,2003-05-08,2,5,2003,Classic Cars,80,S18_3278,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,Unknown,13008,France,EMEA,Lebihan,Laurence,False,False,False,False,False,True,False,False,True,0.00519569971880592,False
10135,45,78.0,10,0.2492402079131991,2003-07-02,3,7,2003,Classic Cars,80,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.0055386712869599794,True
10147,36,86.04,10,0.2199448973215554,2003-09-05,3,9,2003,Classic Cars,80,S18_3278,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,False,False,False,False,False,True,False,True,False,0.006109580481154317,False
10159,21,81.21,5,0.12109878717300539,2003-10-10,4,10,2003,Classic Cars,80,S18_3278,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,False,False,False,False,False,True,False,False,True,0.0057666089130002565,False
10169,32,70.76,5,0.16078620728832335,2003-11-04,4,11,2003,Classic Cars,80,S18_3278,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,False,False,False,False,False,True,False,False,True,0.005024568977760105,False
10181,30,82.82,17,0.17642798307154828,2003-11-12,4,11,2003,Classic Cars,80,S18_3278,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,Unknown,N 5804,Norway,EMEA,Oeztan,Veysel,False,False,False,False,False,True,False,False,True,0.005880932769051609,False
10191,36,94.88,6,0.2425426761723521,2003-11-20,4,11,2003,Classic Cars,80,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,Unknown,50739,Germany,EMEA,Pfalzheim,Henriette,False,False,False,False,False,True,False,True,False,0.006737296560343113,False
10203,33,86.04,11,0.20161615587809245,2003-12-02,4,12,2003,Classic Cars,80,S18_3278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,False,True,0.006109580481154317,False
10211,35,78.0,5,0.1938534950435993,2004-01-15,1,1,2004,Classic Cars,80,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,Unknown,75016,France,EMEA,Perrier,Dominique,False,False,False,False,False,True,False,False,True,0.00553867128695998,False
10225,37,95.69,12,0.25140810066180025,2004-02-22,1,2,2004,Classic Cars,80,S18_3278,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,Unknown,1203,Switzerland,EMEA,Holz,Michael,False,False,False,False,False,True,False,True,False,0.006794813531400007,False
10238,41,73.17,6,0.2130236884710427,2004-04-09,2,4,2004,Classic Cars,80,S18_3278,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,False,False,False,False,False,True,False,False,True,0.005195699718805919,True
10252,20,76.39,2,0.10848694861817253,2004-05-26,2,5,2004,Classic Cars,80,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,Unknown,75016,France,EMEA,Perrier,Dominique,False,False,False,False,False,True,False,False,True,0.005424347430908626,False
10265,45,86.84,2,0.277487431476695,2004-07-02,3,7,2004,Classic Cars,80,S18_3278,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,False,False,False,False,False,True,False,True,False,0.006166387366148779,True
10276,38,69.96,6,0.18877495952509446,2004-08-02,3,8,2004,Classic Cars,80,S18_3278,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,False,False,False,False,False,True,False,False,True,0.004967762092765644,False
10287,43,70.76,15,0.2160564660436845,2004-08-30,3,8,2004,Classic Cars,80,S18_3278,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,Unknown,1203,Switzerland,EMEA,Holz,Michael,False,False,False,False,False,True,False,True,False,0.005024568977760105,True
10300,49,78.8,8,0.2741784304257676,2003-10-04,4,10,2003,Classic Cars,80,S18_3278,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,Unknown,60528,Germany,EMEA,Keitel,Roland,False,False,False,False,False,True,False,True,False,0.005595478171954441,True
10310,27,80.41,13,0.15416465475615646,2004-10-16,4,10,2004,Classic Cars,80,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,Unknown,50739,Germany,EMEA,Pfalzheim,Henriette,False,False,False,False,False,True,False,False,True,0.005709802028005795,False
10319,46,73.98,1,0.24164796773368932,2004-11-03,4,11,2004,Classic Cars,80,S18_3278,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,False,False,False,False,False,True,False,True,False,0.005253216689862812,True
10329,38,59.1,10,0.1594711279007016,2004-11-15,4,11,2004,Classic Cars,80,S18_3278,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,False,False,False,False,False,True,False,False,True,0.004196608628965831,False
10342,25,66.74,5,0.11847785951657341,2004-11-24,4,11,2004,Classic Cars,80,S18_3278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,False,False,False,False,False,True,False,False,True,0.004739114380662937,False
10363,46,60.3,10,0.19696367199704606,2005-01-06,1,1,2005,Classic Cars,80,S18_3278,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,Unknown,FIN-02271,Finland,EMEA,Suominen,Kalle,False,False,False,False,False,True,False,False,True,0.004281818956457523,True
10378,22,100.0,4,0.1749652057829409,2005-02-10,1,2,2005,Classic Cars,80,S18_3278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,False,True,0.007952963899224586,False
10390,40,100.0,9,0.3899508620444798,2005-03-04,1,3,2005,Classic Cars,80,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.009748771551111996,False
10103,46,100.0,16,0.3402604595676996,2003-01-29,1,1,2003,Vintage Cars,99,S18_3320,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,False,False,False,False,False,True,False,True,False,0.007396966512341297,True
10111,39,100.0,4,0.29673431419888097,2003-03-25,1,3,2003,Vintage Cars,99,S18_3320,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,False,False,False,False,False,True,False,True,False,0.007608572158945666,False
10126,38,82.34,16,0.22218024824608745,2003-05-28,2,5,2003,Vintage Cars,99,S18_3320,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,Unknown,28023,Spain,EMEA,Sommer,Mart¡n,False,False,False,False,False,True,False,True,False,0.005846848638054933,False
10139,30,100.0,5,0.21980003976481952,2003-07-16,3,7,2003,Vintage Cars,99,S18_3320,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,False,False,False,False,False,True,False,True,False,0.007326667992160651,False
10149,42,94.25,2,0.281087567813219,2003-09-12,3,9,2003,Vintage Cars,99,S18_3320,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,False,False,False,False,False,True,False,True,False,0.006692561138409976,True
10163,43,100.0,6,0.35443519754594255,2003-10-20,4,10,2003,Vintage Cars,99,S18_3320,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,False,False,False,False,False,True,False,True,False,0.008242679012696338,True
10173,29,95.24,4,0.19612293009912804,2003-11-05,4,11,2003,Vintage Cars,99,S18_3320,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,False,False,False,False,False,True,False,False,True,0.006762859658590622,False
10182,33,86.31,1,0.20224884255971826,2003-11-12,4,11,2003,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,False,True,0.006128752804839947,False
10193,32,79.37,5,0.18035049848041584,2003-11-21,4,11,2003,Vintage Cars,99,S18_3320,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,False,False,False,False,False,True,False,False,True,0.005635953077512995,False
10206,28,87.3,11,0.1735734371005766,2003-12-05,4,12,2003,Vintage Cars,99,S18_3320,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,False,False,False,False,False,True,False,False,True,0.006199051325020593,False
10215,41,100.0,8,0.32350952935495786,2004-01-29,1,1,2004,Vintage Cars,99,S18_3320,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,False,False,False,False,False,True,False,True,False,0.007890476325730679,True
10227,33,100.0,1,0.2603857187491124,2004-03-02,1,3,2004,Vintage Cars,99,S18_3320,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,Unknown,69004,France,EMEA,Saveley,Mary,False,False,False,False,False,True,False,True,False,0.007890476325730679,False
10244,36,84.33,5,0.21557360752123159,2004-04-29,2,4,2004,Vintage Cars,99,S18_3320,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.005988155764478655,False
10257,26,89.29,5,0.1648493197375522,2004-06-14,2,6,2004,Vintage Cars,99,S18_3320,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,False,False,False,False,False,True,False,False,True,0.006340358451444316,False
10280,34,100.0,7,0.24671656204732015,2004-08-17,3,8,2004,Vintage Cars,99,S18_3320,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,Unknown,10100,Italy,EMEA,Accorti,Paolo,False,False,False,False,False,True,False,True,False,0.007256369471980004,False
10290,26,96.23,2,0.17766211264805296,2004-09-07,3,9,2004,Vintage Cars,99,S18_3320,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,False,False,False,False,False,True,False,False,True,0.0068331581787712675,False
10304,38,100.0,11,0.28108472746896923,2004-10-11,4,10,2004,Vintage Cars,99,S18_3320,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,Unknown,78000,France,EMEA,Tonini,Daniel,False,False,False,False,False,True,False,True,False,0.007396966512341296,False
10312,33,100.0,8,0.25108288124520695,2004-10-21,4,10,2004,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.007608572158945665,False
10323,33,91.27,2,0.21387153122958502,2004-11-05,4,11,2004,Vintage Cars,99,S18_3320,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,Unknown,60528,Germany,EMEA,Keitel,Roland,False,False,False,False,False,True,False,True,False,0.006480955491805607,False
10333,46,100.0,2,0.8050032663958873,2004-11-18,4,11,2004,Vintage Cars,99,S18_3320,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,False,False,False,False,False,True,True,False,False,0.017500071008606243,True
10347,26,100.0,12,0.18866560627148013,2004-11-29,4,11,2004,Vintage Cars,99,S18_3320,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,False,False,False,False,False,True,False,False,True,0.007256369471980005,False
10357,25,100.0,3,0.1849241628085324,2004-12-10,4,12,2004,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,False,True,0.007396966512341297,False
10369,45,73.08,4,0.23351890249098192,2005-01-20,1,1,2005,Vintage Cars,99,S18_3320,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,False,False,False,False,False,True,False,True,False,0.0051893089442440424,True
10382,50,100.0,7,0.6344974010850115,2005-02-17,1,2,2005,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,True,False,False,0.01268994802170023,True
10392,36,100.0,1,0.2865878944528077,2005-03-10,1,3,2005,Vintage Cars,99,S18_3320,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,Unknown,8010,Austria,EMEA,Mendel,Roland,False,False,False,False,False,True,False,True,False,0.007960774845911324,False
10423,21,89.29,5,0.13314752748033062,2005-05-30,2,5,2005,Vintage Cars,99,S18_3320,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,Unknown,B-1180,Belgium,EMEA,Dewey,Catherine,False,False,True,False,False,False,False,False,True,0.006340358451444315,False
10108,29,100.0,8,0.2875536114977135,2003-03-03,1,3,2003,Classic Cars,146,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,False,False,False,False,False,True,False,True,False,0.009915641775783225,False
10122,21,100.0,12,0.17534794217059108,2003-05-08,2,5,2003,Classic Cars,146,S18_3482,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,Unknown,13008,France,EMEA,Lebihan,Laurence,False,False,False,False,False,True,False,False,True,0.008349902008123385,False
10135,42,100.0,9,0.38576845513676256,2003-07-02,3,7,2003,Classic Cars,146,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.009184963217541966,True
10147,37,100.0,9,0.3128085323941262,2003-09-05,3,9,2003,Classic Cars,146,S18_3482,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,False,False,False,False,False,True,False,True,False,0.008454284659300709,False
10159,25,100.0,4,0.2583293095123129,2003-10-10,4,10,2003,Classic Cars,146,S18_3482,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,False,False,False,False,False,True,False,True,False,0.010333172380492518,False
10169,36,100.0,4,0.31562757406197633,2003-11-04,4,11,2003,Classic Cars,146,S18_3482,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,False,False,False,False,False,True,False,True,False,0.008767432612832676,False
10181,22,100.0,16,0.24110830232624195,2003-11-12,4,11,2003,Classic Cars,146,S18_3482,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,Unknown,N 5804,Norway,EMEA,Oeztan,Veysel,False,False,False,False,False,True,False,True,False,0.010959468287556453,False
10191,23,100.0,5,0.24246456670548472,2003-11-20,4,11,2003,Classic Cars,146,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,Unknown,50739,Germany,EMEA,Pfalzheim,Henriette,False,False,False,False,False,True,False,True,False,0.010541937682847162,False
10203,32,100.0,10,0.3640639645525038,2003-12-02,4,12,2003,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.011376998892265743,False
10211,28,100.0,4,0.26594711279007016,2004-01-15,1,1,2004,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,Unknown,75016,France,EMEA,Perrier,Dominique,False,False,False,False,False,True,False,True,False,0.009498111171073935,False
10225,27,100.0,11,0.3240889595819013,2004-02-22,1,2,2004,Classic Cars,146,S18_3482,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,Unknown,1203,Switzerland,EMEA,Holz,Michael,False,False,False,False,False,True,False,True,False,0.012003294799329678,False
10238,49,100.0,5,0.4654074473826228,2004-04-09,2,4,2004,Classic Cars,146,S18_3482,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,False,False,False,False,False,True,False,True,False,0.009498111171073935,True
10252,41,100.0,1,0.47929602067770616,2004-05-26,2,5,2004,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,Unknown,75016,France,EMEA,Perrier,Dominique,False,False,False,False,False,True,False,True,False,0.011690146845797712,True
10265,49,100.0,1,0.598390944982532,2004-07-02,3,7,2004,Classic Cars,146,S18_3482,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,False,False,False,False,False,True,True,False,False,0.012212060101684326,True
10276,30,100.0,5,0.2786803760615787,2004-08-02,3,8,2004,Classic Cars,146,S18_3482,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,False,False,False,False,False,True,False,True,False,0.00928934586871929,False
10287,40,100.0,14,0.4801317919731872,2004-08-30,3,8,2004,Classic Cars,146,S18_3482,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,Unknown,1203,Switzerland,EMEA,Holz,Michael,False,False,False,False,False,True,False,True,False,0.01200329479932968,False
10300,23,100.0,7,0.26887337745334733,2003-10-04,4,10,2003,Classic Cars,146,S18_3482,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,Unknown,60528,Germany,EMEA,Keitel,Roland,False,False,False,False,False,True,False,True,False,0.01169014684579771,False
10310,49,100.0,12,0.44494844775186754,2004-10-16,4,10,2004,Classic Cars,146,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,Unknown,50739,Germany,EMEA,Pfalzheim,Henriette,False,False,False,False,False,True,False,True,False,0.009080580566364644,True
10320,25,100.0,5,0.24789104439458062,2004-11-03,4,11,2004,Classic Cars,146,S18_3482,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,Unknown,S-958 22,Sweden,EMEA,Berglund,Christina,False,False,False,False,False,True,False,True,False,0.009915641775783225,False
10330,37,100.0,3,0.3128085323941262,2004-11-16,4,11,2004,Classic Cars,146,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,False,False,False,False,False,True,False,True,False,0.008454284659300709,False
10342,55,100.0,7,0.4649856562615389,2004-11-24,4,11,2004,Classic Cars,146,S18_3482,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,False,False,False,False,False,True,False,True,False,0.008454284659300707,True
10355,23,100.0,7,0.22565895986593576,2004-12-07,4,12,2004,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.009811259124605903,False
10363,24,100.0,11,0.29416309256681916,2005-01-06,1,1,2005,Classic Cars,146,S18_3482,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,Unknown,FIN-02271,Finland,EMEA,Suominen,Kalle,False,False,False,False,False,True,False,True,False,0.012256795523617465,False
10378,43,96.49,10,0.2946196779049621,2005-02-10,1,2,2005,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.006851620416394467,True
10390,50,100.0,1,0.5252506603800381,2005-03-04,1,3,2005,Classic Cars,146,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,True,False,False,0.010505013207600762,True
10109,47,100.0,2,0.4432073167267873,2003-03-10,1,3,2003,Classic Cars,141,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,False,False,False,False,False,True,False,True,False,0.009429942909080582,True
10123,34,100.0,4,0.37860936745533563,2003-05-20,2,5,2003,Classic Cars,141,S18_3685,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,Unknown,44000,France,EMEA,Schmitt,Carine,False,False,False,False,False,True,False,True,False,0.011135569631039283,False
10137,31,100.0,4,0.36386940097139775,2003-07-10,3,7,2003,Classic Cars,141,S18_3685,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,Unknown,51100,France,EMEA,Henriot,Paul,False,False,False,False,False,True,False,True,False,0.011737722611980573,False
10148,28,100.0,11,0.2584315619053029,2003-09-11,3,9,2003,Classic Cars,141,S18_3685,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,False,False,False,False,False,True,False,True,False,0.009229698639475105,False
10161,36,100.0,10,0.393671713011617,2003-10-17,4,10,2003,Classic Cars,141,S18_3685,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,Unknown,8200,Denmark,EMEA,Ibsen,Palle,False,False,False,False,False,True,False,True,False,0.010935325361433806,False
10172,48,100.0,8,0.3900587951259693,2003-11-05,4,11,2003,Classic Cars,141,S18_3685,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,False,False,False,False,False,True,False,True,False,0.008126224898457693,True
10181,39,100.0,4,0.41080324935382173,2003-11-12,4,11,2003,Classic Cars,141,S18_3685,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,Unknown,N 5804,Norway,EMEA,Oeztan,Veysel,False,False,False,False,False,True,False,True,False,0.010533416650097993,False
10192,45,100.0,9,0.3792285625017753,2003-11-20,4,11,2003,Classic Cars,141,S18_3685,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,False,False,False,False,False,True,False,True,False,0.008427301388928339,True
10204,35,100.0,15,0.40729116368903917,2003-12-02,4,12,2003,Classic Cars,141,S18_3685,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,False,False,False,False,False,True,False,True,False,0.011636890391115404,False
